Volatility 3 Framework 2.27.0

Offset	Proto	LocalAddr	LocalPort	ForeignAddr	ForeignPort	State	PID	Owner	Created
0xb78d137e1260	TCPv4	192.168.1.5	58150	52.114.133.189	443	ESTABLISHED	15636	Teams.exe	2020-11-15 04:33:50.000000 UTC
0xb78d13adb010	TCPv4	192.168.1.5	3389	81.30.144.115	10796	CLOSED	1248	svchost.exe	2020-11-16 02:34:47.000000 UTC
0xb78d13adb700	TCPv4	192.168.1.5	3389	81.30.144.115	26456	CLOSED	1248	svchost.exe	2020-11-16 02:35:24.000000 UTC
0xb78d13df4260	TCPv4	192.168.1.5	60601	17.248.138.42	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-15 20:11:35.000000 UTC
0xb78d143728a0	TCPv4	192.168.1.5	3389	213.202.233.104	44812	CLOSED	1248	svchost.exe	2020-11-16 02:34:02.000000 UTC
0xb78d1437b7c0	TCPv4	192.168.1.5	61832	23.46.190.35	443	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:25.000000 UTC
0xb78d143912b0	TCPv4	192.168.1.5	3389	213.202.233.104	42336	CLOSED	1248	svchost.exe	2020-11-16 02:33:33.000000 UTC
0xb78d144a77c0	TCPv4	192.168.1.5	3389	213.202.233.104	15298	CLOSED	1248	svchost.exe	2020-11-16 02:32:59.000000 UTC
0xb78d144bd7c0	TCPv4	192.168.1.5	61422	17.248.138.104	443	CLOSE_WAIT	27740	iCloudIE.exe	2020-11-16 00:14:48.000000 UTC
0xb78d14544260	TCPv4	192.168.1.5	49249	172.217.12.138	443	CLOSE_WAIT	8432	googledrivesyn	2020-11-14 14:07:59.000000 UTC
0xb78d145547c0	TCPv4	192.168.1.5	61842	23.197.181.157	80	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:26.000000 UTC
0xb78d1456a010	TCPv4	192.168.1.5	61425	17.248.138.18	443	CLOSE_WAIT	27740	iCloudIE.exe	2020-11-16 00:14:49.000000 UTC
0xb78d145717c0	TCPv4	192.168.1.5	3389	213.202.233.104	38546	CLOSED	1248	svchost.exe	2020-11-16 02:34:56.000000 UTC
0xb78d14572260	TCPv4	192.168.1.5	3389	81.30.144.115	36400	CLOSED	1248	svchost.exe	2020-11-16 02:34:05.000000 UTC
0xb78d14591010	TCPv4	192.168.1.5	55814	17.248.138.40	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-14 14:46:12.000000 UTC
0xb78d145bea20	TCPv4	192.168.1.5	3389	213.202.233.104	52822	CLOSED	1248	svchost.exe	2020-11-16 02:35:00.000000 UTC
0xb78d14676a20	TCPv4	192.168.1.5	61814	204.79.197.222	443	CLOSED	8312	SearchApp.exe	2020-11-16 02:29:44.000000 UTC
0xb78d1499da20	TCPv4	192.168.1.5	61844	17.248.138.80	443	CLOSE_WAIT	12532	iCloudPhotos.e	2020-11-16 02:30:30.000000 UTC
0xb78d149e2510	TCPv4	192.168.1.5	3389	213.202.233.104	34497	CLOSED	1248	svchost.exe	2020-11-16 02:34:14.000000 UTC
0xb78d14a2da20	TCPv4	192.168.1.5	3389	81.30.144.115	5868	CLOSED	1248	svchost.exe	2020-11-16 02:31:29.000000 UTC
0xb78d14a2ea20	TCPv4	192.168.1.5	3389	81.30.144.115	57412	CLOSED	1248	svchost.exe	2020-11-16 02:35:48.000000 UTC
0xb78d14c56a20	TCPv4	192.168.1.5	3389	213.202.233.104	11919	CLOSED	1248	svchost.exe	2020-11-16 02:32:44.000000 UTC
0xb78d14c6c260	TCPv4	192.168.1.5	3389	81.30.144.115	16564	CLOSED	1248	svchost.exe	2020-11-16 02:34:48.000000 UTC
0xb78d15024a20	TCPv4	192.168.1.5	3389	213.202.233.104	21540	CLOSED	1248	svchost.exe	2020-11-16 02:33:29.000000 UTC
0xb78d1503ea20	TCPv4	192.168.1.5	61812	13.107.42.254	443	CLOSED	8312	SearchApp.exe	2020-11-16 02:29:44.000000 UTC
0xb78d1503fa20	TCPv4	192.168.1.5	3389	81.30.144.115	45382	CLOSED	1248	svchost.exe	2020-11-16 02:35:45.000000 UTC
0xb78d15040a20	TCPv4	192.168.1.5	61833	23.46.190.35	443	ESTABLISHED	30012	WinStore.App.e	2020-11-16 02:30:25.000000 UTC
0xb78d152b38a0	TCPv4	192.168.1.5	3389	81.30.144.115	8828	CLOSED	1248	svchost.exe	2020-11-16 02:32:52.000000 UTC
0xb78d1541d010	TCPv4	192.168.1.5	3389	201.193.188.114	30683	CLOSED	1248	svchost.exe	2020-11-16 02:34:25.000000 UTC
0xb78d15424010	TCPv4	192.168.1.5	55742	13.107.136.9	443	CLOSED	9648	OneDrive.exe	2020-11-14 14:18:49.000000 UTC
0xf180000c18a0	TCPv4	192.168.1.5	3389	213.202.233.104	37523	CLOSED	1248	svchost.exe	2020-11-16 02:35:38.000000 UTC
